Item title,Item link,Transcription,Translation,Image link
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22574,"A catalogue of all the Shires: Cityes, Bishoprickes
Townes, Castles, Parishes, [?], Bridges, Chases, Ffor-
rests, &amp; Parkes, conteyned in euery perticuler Shire
of the kingdome of England
SHIRES | Cities | Bishop/prickes | Market Tonnes | Castles | Parrish / Churchs | Rivers | Bridges | Chasses | Fforrests | Parkes
Kente ooooo | 02 | 02 | 17 | 08 | 395 | 06 | 14 | 00 | 00 | 03
Sussex  ooo | 
Surrie oooo | 
Myddlesex | 
Haut-sheire | 
Dorcetshe&#160;: |
Wiltshire oo |
Somerset Sh: |
Devonsheir | 
Cornewall | 
Essex oooooo | 
Hartford Sh: |
Oxford Sh: | 
Buckmohǎ S: |
Barke Shire | 
Glocester S: |
Suffolke ooo | 
Norfolke o |
Putlande oo |
Northaure: S:|

SHIRES / 52 | Cities / 025 | Bishop/pricks / 026 | Market / townes / 641 | Castles / 186 | Parish / Churchs / 9725 | Rivers / 555 | Bridges / 956 | Chases / 013 | Fforests / 068 | Parkes / 781
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_015_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22575,"Chidiok Tichbourne
verses which he made in the tower
before his execucon
My prime of youth is but a frost of cares
My feast of joye is but a dish of paine
My crope of corne is but a field of Tares
and all my good is but vaine hope of gaine
The daie is fleed, &amp; yet I sawe no sunne
and now I live, &amp; now my life is donne
The spring is past, and yet it has not sprung
The ffruite is dead, and yet the leaves are greene
My youth is gone, and yet I am but younge
I sawe the worlde, and yet I was not seene
My thread is cutt, &amp; yett it is not spunne
And now I live, and now my life is donne
I sought my death, and found it in my wombe
I lookt for liffe, and sawe it was a shade
I trodd the Earth, &amp; know it was my Tombe
and now I dye, and nowe I am But made
The glasse is full, &amp; nowe my glasse is rune
And now I live, and now my life is done
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_016_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22576,,,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_017_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22578,,,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_019_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22580,"A trewe Geographicall discription of the newe Jewry and the nation with the rest of the morall vertues and Syences
The Tabe informes your eye with the condicion of that stroyinge thinge, which in some Language is called the Courtyer ffirst a yong inocent Gallant, is by ambicion drawne to affect the Courte, where shee pointes him honour and riches, and shewes them promised one the Courte gate, forward shee leades him one to hope, whoe graci = ouslie receives him, and placing him in the myddest betweene them, they both together present him to the Courte, the Courte entertaynes him, and after observance done, ministers unto him of her dayntiest dillicates, from her owne hand, theis tasted he is commended to servitude and labor, there his first hope forsaketh him, and as he defends, flies further and further till at the last, being vanished out of sight, her feete are scarslie to be discovered in ye Clouds, one the second fall partiallitye and disfaviour in counters him, on the third suspition and greife on the fourth feare and distrust, on the fift contempt and scorne, one the sixt damage and inuirie, on the seaventh need and noe charitye, on ye eight sicknes &amp; noe pitty, one the ninthe, which is the lowest and last, Calamitye and inhumanitye, here in this miserable plight, dispaire setts upon him, and thrusts him violentlye forthe, out at an obscure posterne in an old ruynne wall upon which is inscribed, beggerye, and old age, whereto late repentanc meetes him with a [crossed out: sword] cruche and talkes with him, while the owle sitting one the old gate markes his declyning follye.
the Motto
He that knowes not lett him learne
to warne others of the like aspiringe
The Basilike and the Coulding Scorpio[n]
to old Courtyers sworne enemyes to virtue
Machavell with his Motto
Singula vulpine mere modoque latent
Singula vulpino tegunne(?) tecla patent
Cirsus with his Motto
Mell in ore verba lactis
Fell in corde feaus et factis
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_021_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22581,,,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_022_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22582,"Christo Salvatori
O thou that on the crosse for me hast died
Heare now and send mee not awaye denyed
See, I am gone a straye, and am at losse
When I should follow thee &amp; beare the crosse
My sinnes, when they should strike, stroake wth yr handes [in margin flagellu]
Their libertye is worse, then whipps or bonds 
Ffor from thy pathes they turne my erring ffeet
And make me quit thy yoake thy burden sweet
Insteed whereof even myne owne flesh begins  [in margin onus]
To over load my soule, prest downe my sinnes,
On wch my ghostlye enemye hath hurled
His heavye load, the whole wayght of the world,
And on the topp of all this packe sits hee
O wretched man whoe shall deliver mee
When to the world I crucified shall bee
The world hath crucifyed mee unto thee
Soe long a downe sleepe broad waye strowd wth flowers
And for a crosse, stretcht on her bed I lye  [in margin crux]
Softer then downe, blowne wth p[ro]speritye 
Whose height is pride, whose depth Hells forrest roofe
Whose breadth is life whose length a spann allmost
When I should weare thy peircing wreath of thornes  [in margin spine]
My head wth wanton roses shee adornes 
And clinges me to her wth imbrace soe lovinge 
That but thou plucke me thence, there is, no movinge 
Ffor steed of peircing nayles shee fills my hands  [in margin manure]
Wth the vaine sinnefull use of coyne, &amp; hands
Wch though I spread my armes wide to receave 
Thee through my hands at last and nothing leave
My readye ffeete least they should runn thy waye [in margin pedum]
Shee fixes downe in sinfull myre and claye
My myndes swift ffeet, that faine thy paths would know
Shee nayles to earth, wth thoughts mosr base &amp; lowe 
Insteed of gall, and sponge (to hide her mallice) [in margin Ffell]
Shee
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_023_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22583,"Shee reached wine in Babilonish challice
[in margin Spungia] whose golden show and sweet tast, shred up mirth
able to exponge all goodnes from the earth
My sydes shee peirces w[i]th sharpe jests &amp; toyes 
[in margin Lancea] whence flowes a streame of laughter &amp; vayne toyes 
w[hi]ch my fond soule in ruddy mirth doth dye
and when I thus am lifted upp on highe
[in margin Suffir agin] Insteed of those should mocke my sinnes w[hi]ch shame
her parasites about me round p[ro]claime
My seeming sparked of goodnes, Jesu see
The world hath crucifyed mee thus to thee
O save mee for if thus I dye or sincke
Where shee would bury mee I quake to thinke
Redeeme me Savior while I yett have breathe
And lett me not goe laughing thus to deathe 
[in margin Flagellum] Thou that thy Temple w[I]th a whipp didst purge
Soe wounding cure me if thou please &amp; scourge
These robbers from mee, cast them forth &amp; lash
Till they unloade mee, and take hence their trash
[in margin onus] Insteed whereof impose thy yoake I praye
To deeme againe, and set mee in thy waye 
[in margin via] That upp thy steepe mount I maye followe fast
And gather breath by goinge till at last
Wth saints to comp[re]hend I maye have strength
Wt is the glorious height, depth, breadth &amp; length
And knowe the love of thee wch is exprest
By laying thy sweet crosse where thou lovest best
[in margin crux] sweet crosse whose height is great omin potend
whose depth inscrutable, is sapience
Whose breadth is clarity ore all extending
Whose length eternitye blest w[i]thout ending
[in margin Spinae] But give me first compunction for my sinne
Next sorrowe for the ill estate my neighbors in
Lastlye a zealous good of emulation
To doe whats right before thee, and soe fashion
of these three peircing twiggs a crowne of thorne
for mee, as thou and thy saints hath worne 
[in margin Officio] then nayle my ffeete and hands &amp; make them tarry
That I thy servant maye thy image careye 
And everye daye thine and my suffering mixe 
Until I growe a p[er]fect crucifixe 
Make me abstayne from sinns yt have p[re]vayl'd
And I shall thinke my left hand thou hast nayl'd
Next graunt that I all accons [actions] just may doe 
And I shall deeme my right hand fixed too
Nayle
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_024_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22584,"Nayle downe my ffeete, that they may nev[er] rise [in margin pedem]
To lift a heele gainst truth, or thee dispise
Ffixe my right ffoot w[i]th fortitude gainst feare
Rivitt my left w[i]th ['fortitude' struck through] constancie to beare 
And that thy sharpe hoves may my sinnes apall 
Reach on thy hissope reed, thy purging Gall,
W[i]th maye distaste in mee ffleshlye delights
And to the spirritts food give apetite 
But father, lett this cupp the world, gilt cupp 
Passe by and yt I nere maye drincke that upp 
Lett me p[er]ceave this world soe loved of all [in margin Spongia]
Is but a Sponge, of viniger and gall
W[hi]ch when I tast, w[i]th consumatum est
Ile dye to it to live in thee at rest
And that (even Dead) like thee I maye appeare 
My hard hart through my left syde peirce &amp; teare
W[hi]ch thy spirituall lance, thy saving word
Whose pointe is sharper far, then speare or sword
Whence two fold streames of charitye may flowe
Blood when thou calst, water for theise bestow
Soe shall my foes yt gazeing on have stood [in margin Suffragum]
Say after death sure God to him was good
[in margin Sepultura] (1) When thus thy passion daye I passed have, [in margin (1) dies primus est affectionis et penitentia]
Laye mee to rest w[hi]ch in thy quiet grave
Was thy blood price purchas ye potters feild
To bury strangers, soe this earth maye yeild 
Some rest to us poore pilgrims till wee rise
But tis because thy blood hath paid the price,
Thus dead to sinne, O give my soule the honnor
(Manger the busy watch the worlde sitts on her
Meekelye to sleepe by thee, in safetye sure,
wrapt in thy righteousnes, thy syndon pure
[in margin Sign[um]] (2) Then seale my hart up, that it soe may staye [in margin (2) dies secundus est tranquilitatus et gra:]
In quiett by thy grace this second daye 
[in margin Resurectio] (3) Till on the third, in glorye I may rise
And see my blessed patterne w[hi]ch these eyes [in margin (3) dies tertius est praemiaconis et Gloria]
My God w[hi]ch hast for me thy losse not spared
My Jesus my exceeding great reward
faine would my soule breake through these prison lockes
(Lord, open to her, ffor shee stands &amp; knockes)
But when to raise hir up thy selfe knows be so
And therefore I submitt w[i]th this request
That when thy passion daye I first have kept
(And for my sinnes, w[hi]ch penitence have wept)
Untill the third daye raise me to thy glory
In peace this second I may end my storye.
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_025_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22585,"A
passionate meditation
~
O man looke what paine for thee
willinglye I tooke on mee
see my body scourged round
that it seemes but all one wound
Hanging up twixt Earth and skie
mockt and scornd by all goes by
see my armes stretcht wide and open
and my sinewes torne and broken
while sharpe nayles with bitte pang
rend my pale hands where I hange
which myne owne waight doth not teare
But thy waighty sinne I beare
See my head (ay me forlorne)
peirced deepe with cruell thorne
which soe long thereon hath stoode
that each twig runns downe with blood
Viewe my feete and see my syde
Peircd and plowd by furrowes wyde
See all comfort from mee taken
Both of heaven and Earth forsaken
And not one with word or deede
Pittyes me while heare I bleede
yea all they that stand in hearinge
mocks me for my patient bearinge
and with scofs augment my sors
when for bitter paine I rore

    Ely, Ely, I an dyinge

Harke they mock mee to for cryinge
This I bear for thine amisse
was there ever pain like this!
Yes, and I doe most feare that
Least thou man should prove ingrate

    Now, thou dost but make me smarte,
    But in that thou kilst my heart.

FINIS
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_026_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22586,,,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_027_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22591,"Unio dissidentiu
or
The agreement of diffe-
rences in the incarnation,
passion, reserrection and
assention of Christ

Missteriu Incarnationis          
{qui fugit vbera rigit sidera}     
(1:)

Misteriu Passionis          
{qui morti subjectus est mortem subuigat}
(4:)

Misteriu Resurrectionis et Assesntionis
{qui terram incolit m caselum assendit}
(7:)
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_032_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22592,,,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_033_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22593,"The worlde
The world's a Bubble, and the life of man lesse then a span
In his conception wretched, from the wombe soe to the tomb,
Nurst from the cradle, and brought up to yeares with cares &amp; feares,
whoe then to frayle mortallity shall trust
but limes the waters, or but writes in dust
yet whilst with sorrowe here, wee live opprest what life is best
courtes are but onely superficiall scooles to dandle fooles
the rurall partes are turn'de into a den of savage men
and wheres a citye, from foule vice soe free
but maye be termde, the worst of all these three
Domesticke cares afflictes the Husbands bead or paynes his head
These that live single, takes it for a curse or doe thinges worse
They would have children, those that have the none or wish them gone
what is it then to have, or have noe wife
but single thraldome, or a duble striffe
our owne affections still at home to pleasse is a disseasse
to crose the sease, to any forren soyle perryll &amp; toyle
warrs with a noyse affright us, when they cace [cease] we are worse in peace
What then remaynes, but that wee still should crye
Not to be borne, or beinge borne, to dye
ffinis
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_034_o2.jpg
Calligraphic commonplace-book,http://publications.newberry.org/transcribe/scripto/transcribe/45/22594,"W Rankin of ingratitude to God
",,http://publications.newberry.org/transcribe/files/imports/wing_ms_ZW_5451_001c/wing_ms_ZW_5451_001c_035_o2.jpg
