Item title,Item link,Transcription,Translation,Image link
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/187,"

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_015_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/188,"Quandocunque apparuerint die sequentia
Bene veneritis spiritus; quia vocavi vos per
per illum, cui omni genuflectitur coelestium
terrestrium et infernorum, cuius in manu
omnia Regna Regum; nec est qui suae possit
contrarius esse maiestatis: quatenus constringe
vos, ut hic ante Circulum visibiles, affabiles
permaneatis tam diu tamque constante, ut nec
sine licentia mea recedatis per potentiam illius et
virtutem qui Mari posui termimum suum
quem praeterire not potest; et lege illus potentiae
non pertransibit fines suos; Dei scilicet altissimi
Regis, Domini qui cuncta creavit. Amen.
Tunc Pete quid vis: et ad placitum
eos Licenteabis hoc modo;
In Nomine Patris + et filii + et spiritus sancti +
Amen. Ite in pace ad loca vestra: et pax sit
inter Nos et Vos; ET parati sitis venire [illegible]
Pro reducendo res furto ablatas
Raguel et Uriel
Pro Amore Almazin et

                Elicona

Aosel pro thesauris
Aozai dat Auram et Argentum

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_016_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/189,"To Speak with Spiritts
Call their names Orimoth, Belmoth Lymocke] 
and Say thus. I coniure you by the names 
of the Angels + Sator and Azamor that 
yee intend to me in this Aore, and send 
unto me a Spirite called Sagrigit that 
doe fullfill my comanding and desire 
and that can also understand my words 
for one or 2 yeares [?]; or as long as I will.
[image: circle with ΙΗS (=Iesus) in center and 'Dalthay' under a line, the outer circle reads: Adonay Pant[?] [Corp...?] + Usor R[?]thaeth + [Messias?] + Soter + Emanuel Sabaoth]
[image: lozenge shape: compare Reginald Scot Discoverie of Witchcraft Book XV Chapter VII.]
Aries Leo, Othos you, Mala M, Mala M, Alpha et al, Ely Eloy, [+]
Character [image] Ilsopheul Character [image] Robeas
Character Baron [image:Chi-Ro] Carak[ter] [image] Andromaleus 
Character [image] Bleth. Character [image: ] Egypia 
Character [image: ] Mosaeus [image: ]
[image:] [image:]
Haphago
","To Speak with Spirits:
Call their names, ""Orimoth, Behemoth, Limoc,""
and say thus, ""I conjure you by the names of the Angels + Sator and Azamor that
ye attend me in this Hour, and send
unto me a Spirit called Sagrigit that 
will fulfill my commands and desires
and that can also understand my words,
for one or 2 years, or as long as I will.""

",http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_017_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/190,"To make a Key 
Take the Iron that is found unlooked for
make therof a key in the day and hour
of Venus the moon increasing; and when
the Key is made, put it at night wth
the Sacrifice of a white Cock in a 
quadrangle way&#160;: Saying O YEe Spiritts
Naylon Achalaz, Receive this Sacrifice 
that no Creature may resist against me 
or this key, and that where this key is 
put, or before what locks soever it be 
turned about, I may prevaile and fulfil
my will. This sayd, write upon the Key 
this figure [Image: ~ with two lines attached to the bottom as if it were a ""F"" where the prongs are facing downward] wth the bloud of the 
same cock: Let it be there 3 dayes and 
3 nights. Then in the third day before 
the Cock crowe Take it out, and when 
thou goest by any City Town or howse 
Gates or dore Turn  him from the left 
parte and from the West to the East, 
as yf you would open a lock,
[_____] Speculo magno exemplorum • [??] [Z?] Tih. Incamlaho. Exemplum [?] guomodo g[???] Juvanis yer prefermi IS quani[??]m Insemoho soferaras claus[??]as ex perfora apern[??] [snas?] postea aperr[?]e m[?] pofuis .

Note: Compare this to the ""Key of Pluto"" clms 849 folio 44v {abamefra@gmail.com}

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_018_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/191,"Out of an English old Manuscript
called the Divine Clowde of Unknowing
the 55. chapter.
In holy writ as often as any Angel was sent
in body evermore it was showed by his name or
by some Instrument or qualitie of his body; what
his maker or his message was in spirite.
In the same maner it fareth wth the fiend;
for when he appeareth in body he figureth in
some qualitie of his body what his servants be
in spirite. En sample of this may be seen in one in
steed of all othor. For as I have conceived of
some diserplos of Nigromacie w'ch have in science
to make Invocation of wicked spiritts; and some
to whom the divel hath appeared in bodily likenes;
That in what bodily likenes the fiend appeareth
evermore he hath but one nostred w'ch is lowe.
And he will gladly cast it up that a man may see
in therat to his brayne up in his hed; w'ch brayne
is nought els but the fire of Hell; for the fiend
may have none other brayne; And yf he might 
make a man looke in therto, he keepeth no alter
for at that looking he shall lose his witts forever. 
But a [pro]fect prentice of Negromancie knoweth
this wel enough and can wel ordayne therfore
So that it hurteth him not./
","Out of an English old Manuscript called the Divine Cloud of Unknowning
the 55th chapter
In holy writ as often as any Angel was sent in body evermore, it was showed by his name or by some instrument or quality of his body what his maker or his message was in spirit.
In the same manner it fares with the fiend; for when he appears in body he figures in some quality of his body what his servants are in spirit. An example of this may be seen in one above all others. For as I have conceived of some disciples of necromancy who have in science to make invocation of wicked spirits, and some to whom the Devil has appeared in bodily likeness, in what bodily likeness the fiend will appear evermore. He has but one nostril, which is low [on his face], and he will gladly cast it up that a man may see through it to his brain up in his head, which brain is naught else but the fire of Hell; for the fiend may have no other brain. And if he might make a man look, he will keep no altar; for at that looking, he shall lose his wits forever. But a proficient apprentice of Necromancy knows this well enough and can well [resist] therefore so that it hurts him not.

",http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_019_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/192,"Ex eodem lib. Ms^to^.
This Table which standeth here underneth 
serveth them who are desirous to use a form 
of Characters to write in that maner that 
no man shall reade; but by the Table folowing.
[image: table of symbols/letters] 
[image: text in cipher, edwahd; eliet]
[image: text in cipher, writ; this]

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_020_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/193,"Fryer Bacons Charme
against the Toothache.
Fl. ha, hab, hur. hurs; geball. etc.
Pro eodem mordo.
Fl. A. Ab.  hur, hus, gebal gamarita
The name of the partie disease is to be
written right against the Charme upon
the other Side.  Prik all the vowells.  Et
fiet per Gratiam Dei.
For the Toothache
Take a tooth out of a deadmans skull
and hange the same about the partie's neck,
till the payne cease.
for the Toothache.
Write theis words upon a Paper.  Aligat [cross]
Galis [cross] Aualis [cross].  Hang it about the
parties neck:  et Sanus erit.
V. infra fol. 28. a. et b.

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_021_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/194,"For the bloudy fluxe
Write upon the Patients forhead 
with the same bloud  consummatum est.
for the same
Poche 2 eggs in vinegar til they 
be hard: let the Patient eat them 
thus dressed: til he be well
Another for the bloodie flux or [illegible] 
Take 3 new layd eggs; open them 
put out the whyte, and poure 
into the yolks remayning in the 
shell 2. or 3. spoonfull of strong Aqu&#230; 
vit&#230; or Cinamome water or else 
of good Rosa Solis stirring your egg 
and the water together half a quart[er] 
of an hower: then drink it morning 
and evening first and last: and 
in a day or 2 by Gods grace you 
shall fynd help. v[ide] Infra fol. 23.b

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_022_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/195,"For excessive bleeding at the nose.
Take a few drops of the parties bloud 
in herds or in a linen cloth, burne 
alltogether: Et fecit.
Pro eodem
Drye a little of the Pacients bloud 
on a fireshovel over the fire, blow it 
with a Quil into his nostrills.
This seldom or never fayleth.
To stop the bleeding of a wound.
the dried bloud of the partie applied 
therunto doth it when all other faile.
To help the Crampe.
Take a piece of Parchemint as much 
as will goe about your legg in the 
gartering place; write theron theis 
folowing words Gut + Gut + 
Egul + Getaul + and weare it 
next your bare leg. It will help.

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_023_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/196,"Scire utrum Maritus an Uxor 
prius morietur
Looke in the Register booke or enquire 
whether a man or a woman was last 
buried, at the church where the couple 
is maried. Yf a male was last buried 
then the man that is maried dyeth first.
yf a female, then the Bride.
Pro Amore v[ide] fol,. 36.
Take Valerian an herbe, and 
put in a glass of Bier or wine 
and give the same to whom thou 
wilt love thee extremely.
Another
Write theis letters folowing in thy 
left hand before the [sun] rising and 
touch the partie therwith.
Z. L. M. P. Q. R. C. 
Or write on a hasel shute of 1 years growth 
with th[e] bloud of a Dove: and touch th[e] party 
therwith. Proved. Theis be the words
Arphaxsi + Melcheb + Malchis +
","To know whether the husband or the wife will die first.
...
For Love. See folio 36.
...

",http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_024_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/197,"Pro eodem
Write in a plate of led 2. fingers 
brode or more thy name and hers 
and therwith write or grave as foloweth 
[image: 5 glyphs]
Note that all Experiments hereof 
must be don in the Increase of ☾. 
and in the source and day of  in [venus] 
or of [jupiter] and especially when [waxing moon] . in ♍. 
The 1. 2. and 3. day of the moone are 
best. In every Experiment you may 
work from the 1. unto the 14. day only. 
the nights being better then then [sic] the daies 
for some works &amp;c.

  Write their letters in virgin waxe or 

virgin parchment and holding them in thy 
hand Ask what thou wilt, +. 2. 4. 
F. +. XX. +. e. o. [image: three lines crossed] +. O. + 
[image]. +. 9. +. Z. V. et fiat.

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_025_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/198,"To know of stolne things
Wryte theis letters in virgin waxe 
and it shalle told thee in thy sleep 
who stole it, B. F. A. K. M. R. A. K.
M. N. 
Pro furto.
Scribe haec nomina in virgin parchment 
+. Sies + Res + Pres. + Reres 
+ Repres.  and put it under thy bed
when though goest to bed; and thou 
shalt see the theefe in thy sleepe.
Ut furem cognoscas.
Take green wax, and write in it 
theis names following + Jaspar 
+ Melchior + Balthasar.  et pone 
sub capite tuo si rem perdidisti, 
et in Somno cognosces ubi sit, et quis 
furatus est.
Vincere Inimicos
Write in a laurel leafe theis words 
Michael, Gabriel Raphael: or write 
in 3 . leaves of a laurel those words 
and having them allwaies about thee 
no man shall overcome thee. /

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_026_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/199,"To make a barren woman concyve
and beare.
Make her to beare unknown a plate
of Led or tin; in w^ch are written
theis letters and characters a. a. S
[image: glyph]. a. d. yf thou wilt prove it
hang it on a Tree that never bore
fruit: and it shall beare of a surely.
A true Experim^t for Treasure hid
or for any thing you would know.
Go to the grave of a dead body, and
3. tymes call him by his proper name
Then put thy hed to the Grave and say
I conjure thee calling him by his name
by Azazel Asiel w^ch is Lord and hath
the bones of dead men in keeping in his
power; that thou ask licence of him to com
to me this night at the houre of two:
and that thou tell me the Truth of any
thing that I shall desyre or ask of thee.
Then take the earth of the grave at the hed
of the dead and put it in a cleane linen cloth
and bynd it and lay it under thy bed in thy
[cap?] and sleep thereon. And in the night
thou shalt dreame: and one shall com to thee
and say the truth of all that thou canst
demand.

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_027_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/200,"To know yf one be bewitched 
or not.
Hold molten lead over the sick person 
and powre it into a porrenger full 
of water: Then yf there appeare upon 
the lead any Image, the party is bewitc[hed.]

    Or looke stedfastly in the face especia[lly] 

on the eyes of the partie suspected, and 
yf you see not your shadow in the sight 
of the eye, the party is bewitched, and 
otherwise not.
To torment a Witch
Put thatch over a withches bed, burn it 
and that will torment her.
Some say, cast a dogs turd over 
her house. Others say set a hot 
horseshoe over their own dore against he[..] 
Some put Quicksilver under the threshold.
To withstand Witchcraft and 
to punish and torment the witch
Say the 31. Psalme: and cast the 
patients urine into the fire: or els 
boyle it.

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_028_o2.jpg
Book of Magical Charms,http://publications.newberry.org/transcribe/scripto/transcribe/5/201,"Salomons Girdle against 
Witchcraft and ill tongues.
Exurgat Deus, et dissipentur 
Inimici eius.
O omnipotent everliving and ever 
loving God Creatour of Heaven and Earth 
and of all things visible and invisible 
O sweet Jesus my Saviour and deare 
Redeemer that shed thy precious bloud 
for me and all that beleeve in thee 
and in thy Incarnation + Passion + 
Resurection + and Ascention + 
O holy and blessed Spirit my Guyde 
and Comforter that hast power on 
our harts and affections and in our 
bodies and myndes. O blessed Trinity 
in Unity Father, Son and holy ghost 
have mercy on me thy poore servant 
A. B. whom thou hast made after the 
forme of thy dearly beloved Son Christ 
Jesus, who dyed for my sinnes and rose 
agayne for my Justification and hath 
by his power conquered Hell, the divel 
and damnation; Protect, defend, Keep 
Garde and deliver me thy poore servant 
from the rage of the Devil and from 
his evill temptacions, from soderin death 
from fire, sword hanging, drowning and 
violent hurts both of my body and my soule 

                                                      O My

",,http://publications.newberry.org/digital_exhibitions/files/original/case_ms_5017_029_o2.jpg
